@relation Name00100

@attribute Channel1-Element1 numeric
@attribute Channel1-Element2 numeric
@attribute Channel1-Element3 numeric
@attribute Channel1-Element4 numeric
@attribute Channel1-Element5 numeric
@attribute Channel1-Element6 numeric
@attribute Channel1-Element7 numeric
@attribute Channel1-Element8 numeric
@attribute Channel1-Element9 numeric
@attribute Channel1-Element10 numeric
@attribute Channel1-Element11 numeric
@attribute Channel2-Element1 numeric
@attribute Channel2-Element2 numeric
@attribute Channel2-Element3 numeric
@attribute Channel2-Element4 numeric
@attribute Channel2-Element5 numeric
@attribute Channel2-Element6 numeric
@attribute Channel2-Element7 numeric
@attribute Channel2-Element8 numeric
@attribute Channel2-Element9 numeric
@attribute Channel2-Element10 numeric
@attribute Channel2-Element11 numeric
@attribute Channel3-Element1 numeric
@attribute Channel3-Element2 numeric
@attribute Channel3-Element3 numeric
@attribute Channel3-Element4 numeric
@attribute Channel3-Element5 numeric
@attribute Channel3-Element6 numeric
@attribute Channel3-Element7 numeric
@attribute Channel3-Element8 numeric
@attribute Channel3-Element9 numeric
@attribute Channel3-Element10 numeric
@attribute Channel3-Element11 numeric
@attribute Channel4-Element1 numeric
@attribute Channel4-Element2 numeric
@attribute Channel4-Element3 numeric
@attribute Channel4-Element4 numeric
@attribute Channel4-Element5 numeric
@attribute Channel4-Element6 numeric
@attribute Channel4-Element7 numeric
@attribute Channel4-Element8 numeric
@attribute Channel4-Element9 numeric
@attribute Channel4-Element10 numeric
@attribute Channel4-Element11 numeric
@attribute Class numeric

@data
6,7,12,190,39,12,9,8,8,8,9,7,8,13,213,42,13,10,11,15,13,8,6,7,11,172,37,10,7,7,7,7,8,8,10,15,223,48,12,8,7,6,7,8,2
6,7,13,184,32,11,9,8,9,10,11,7,8,13,194,33,11,8,8,10,11,8,4,5,8,990,23,7,5,5,6,8,9,8,9,15,853,40,12,8,7,7,8,9,2
7,8,13,210,40,12,8,8,9,11,11,6,7,11,181,37,11,9,10,11,10,6,3,4,6,101,21,6,4,5,6,8,7,6,7,12,200,38,11,8,8,8,9,9,2
6,6,11,597,29,9,7,7,8,10,10,6,7,11,171,29,10,8,8,9,10,8,3,4,7,529,18,5,4,3,4,6,10,7,8,14,275,33,11,8,8,8,8,7,2
6,7,11,182,38,11,8,8,9,9,8,5,6,10,156,32,10,8,8,10,11,9,6,7,11,151,30,7,5,4,4,5,9,5,6,9,146,28,7,5,4,5,5,6,2
8,10,16,990,33,11,8,7,7,7,8,5,6,10,1329,31,10,8,8,10,11,9,9,10,16,298,31,9,6,5,5,7,10,6,7,12,192,26,9,6,5,5,6,6,2
6,7,12,179,39,11,8,7,7,7,7,6,6,11,161,35,10,7,7,8,10,10,8,9,14,201,43,11,8,7,7,9,12,5,5,9,139,29,8,6,6,6,6,6,2
5,6,10,164,26,9,6,6,7,9,8,6,7,11,202,30,10,8,8,9,8,7,9,10,17,525,37,13,9,9,9,8,6,6,7,12,673,29,12,10,9,7,5,4,2
5,6,10,156,34,9,7,6,6,6,6,5,5,9,144,30,9,7,8,10,9,7,5,6,9,153,32,10,8,9,10,8,5,5,6,10,181,38,13,11,10,7,5,4,2
5,5,9,724,26,9,7,7,8,7,7,5,5,9,232,28,8,7,7,9,9,7,6,6,11,182,28,10,8,8,9,7,6,6,7,12,216,35,14,11,9,5,4,3,2
5,5,9,142,31,9,8,9,10,10,7,6,6,11,183,34,10,8,8,9,7,6,5,5,9,140,29,8,6,5,5,5,5,7,8,13,218,43,13,10,9,7,6,5,2
5,5,9,164,25,9,7,8,12,13,10,8,10,16,390,35,11,8,6,6,5,5,4,5,8,353,24,7,6,5,5,5,5,7,8,13,227,28,9,6,5,6,7,9,2
5,6,9,161,31,9,7,8,10,14,14,11,12,18,224,47,11,7,5,5,6,7,5,5,9,139,28,8,6,5,6,7,8,4,5,8,133,27,8,5,6,7,12,12,2
9,10,16,879,31,10,7,6,7,11,15,12,14,21,361,41,12,7,6,6,6,8,6,7,11,638,23,7,5,5,5,7,10,3,3,6,217,16,5,4,5,7,15,13,2
6,7,11,166,36,10,7,7,9,13,14,12,13,20,321,54,14,8,7,6,6,8,4,5,8,128,26,7,5,5,6,8,12,4,4,7,134,25,8,6,7,10,11,8,2
7,9,15,608,34,12,9,9,10,11,11,9,10,17,524,42,12,8,7,7,8,10,7,8,13,227,31,9,6,5,5,7,10,5,5,9,145,23,8,6,7,8,10,8,2
6,6,11,197,37,12,9,10,11,10,9,7,7,12,178,36,9,6,5,5,6,8,7,8,13,187,39,11,7,7,7,7,7,5,6,10,154,33,9,6,5,5,4,4,2
6,7,11,169,30,10,8,8,9,8,8,7,9,15,408,35,13,10,11,11,9,7,6,7,11,172,29,10,7,7,7,7,7,6,7,11,486,25,7,4,3,3,3,4,2
7,8,12,190,41,12,8,7,7,7,7,5,5,9,144,31,9,7,8,10,9,7,5,6,10,196,33,10,8,9,11,10,8,6,7,11,163,34,9,6,4,4,4,4,2
7,7,12,253,37,10,7,7,7,8,8,4,5,9,167,24,8,7,8,9,9,7,4,5,9,150,22,8,7,8,12,13,9,6,7,11,301,30,10,7,6,6,5,5,2
7,8,13,199,40,11,7,6,6,7,7,4,5,8,133,26,8,7,8,10,10,7,4,5,8,135,30,9,8,9,12,11,8,5,6,10,156,33,9,7,6,6,6,5,2
7,8,14,357,34,10,7,6,6,7,7,5,6,10,143,25,8,6,5,5,6,6,4,5,8,136,21,7,6,7,11,13,9,5,6,10,168,27,9,7,8,9,8,7,2
7,7,12,190,38,10,7,6,7,7,7,4,5,8,133,29,9,7,7,7,7,6,5,5,9,134,29,8,6,6,8,11,10,5,6,10,172,32,9,7,7,8,10,11,2
6,7,12,350,27,9,7,7,8,9,9,5,5,9,515,28,10,9,13,13,7,5,4,4,7,349,23,7,5,6,8,10,8,7,8,13,540,30,11,8,9,10,11,11,2
5,6,10,174,33,9,7,7,8,10,11,5,5,9,150,33,11,10,13,15,9,5,6,6,11,182,34,10,7,7,8,9,7,4,4,7,119,26,7,6,7,10,17,13,2
6,7,11,935,31,10,7,7,8,10,10,5,6,10,208,28,10,10,13,16,9,6,6,7,12,194,31,11,8,8,8,7,6,5,5,9,152,23,8,6,7,10,15,13,2
5,6,10,165,32,10,7,8,9,10,10,5,5,9,147,32,10,10,14,16,8,5,7,8,13,192,42,12,9,8,7,7,6,4,5,8,131,29,8,6,7,10,15,11,2
8,9,15,414,31,10,7,6,6,6,8,6,7,13,197,30,11,8,9,10,11,9,8,9,15,272,36,13,10,9,8,6,5,4,5,9,283,24,8,6,7,10,13,10,0
5,6,10,156,32,9,6,6,6,7,8,5,6,10,155,34,10,8,8,9,10,8,6,7,11,169,37,11,8,8,8,7,6,4,5,8,142,26,8,7,9,11,8,6,0
5,6,10,266,25,8,5,5,5,6,9,6,7,11,160,27,9,6,6,7,8,9,6,7,12,173,29,10,7,7,8,9,10,4,4,8,120,20,7,5,5,6,7,7,0
7,7,12,175,37,10,6,5,6,7,9,5,5,9,147,30,9,7,7,8,9,8,7,8,13,203,39,11,7,6,7,8,10,4,4,7,120,24,7,5,5,5,6,6,0
6,6,11,152,26,8,6,5,6,7,10,4,5,9,320,25,8,7,7,8,7,6,10,12,20,705,40,13,9,7,7,7,9,6,7,12,226,28,9,7,6,6,7,6,0
5,6,9,136,29,8,5,5,6,9,10,4,5,8,133,29,9,7,7,8,7,6,7,8,12,204,39,11,8,7,8,8,9,5,6,10,154,32,9,6,5,6,6,6,0
6,7,11,162,26,8,6,5,6,8,9,5,6,11,168,26,9,7,8,9,9,7,6,7,12,250,32,11,9,8,8,8,7,5,6,10,207,25,8,6,5,6,7,7,0
8,9,13,194,37,9,6,5,5,6,10,5,5,9,147,30,9,7,8,10,9,6,5,6,9,150,33,10,8,9,9,7,6,6,7,11,172,37,10,8,7,7,7,6,0
8,9,14,517,35,10,6,5,5,6,9,4,5,9,190,25,9,7,9,11,9,6,4,5,9,189,27,8,7,7,8,8,8,5,6,10,150,26,9,7,7,7,5,4,1
8,9,14,194,41,10,6,5,5,6,8,5,6,10,161,34,11,9,10,9,7,5,5,6,10,163,33,10,7,7,8,9,9,5,6,10,153,33,10,7,7,7,6,5,1
7,8,14,359,36,11,7,6,6,6,6,7,8,14,917,32,13,11,10,7,5,4,9,10,16,543,34,11,8,7,7,8,9,6,7,11,161,28,9,6,6,5,5,5,1
5,6,10,174,33,10,9,10,11,8,6,7,8,13,205,40,12,9,8,7,6,6,7,8,12,209,39,11,8,7,7,8,9,5,5,9,143,28,8,6,5,6,6,6,1
5,5,9,145,25,9,8,12,16,12,8,6,7,12,887,34,11,8,8,7,7,7,8,9,15,243,35,12,9,9,9,8,7,8,9,14,201,32,10,7,6,6,7,7,1
4,5,9,157,29,9,8,11,16,14,9,6,7,12,208,37,11,7,7,7,8,8,6,7,12,202,40,12,9,9,9,7,6,6,7,12,189,34,9,6,6,6,7,8,1
4,5,9,882,27,9,8,10,14,13,10,6,7,11,456,31,10,7,7,7,8,7,6,7,11,642,33,11,8,9,9,9,7,7,8,13,241,30,10,7,7,8,9,8,1
4,5,8,133,28,8,7,7,10,12,12,6,7,11,173,33,9,6,5,5,5,5,6,7,11,172,36,11,8,9,11,10,8,6,6,11,161,35,10,7,7,8,9,8,1
4,4,7,125,20,7,5,6,9,12,12,8,9,15,220,37,13,10,9,9,7,6,6,7,12,194,28,9,7,7,8,10,10,6,7,12,169,29,10,7,7,7,8,8,1
5,6,10,152,33,10,8,8,9,11,12,7,8,13,197,41,11,8,7,8,9,10,5,6,10,166,33,9,7,7,10,11,9,5,6,9,149,33,10,8,9,10,9,7,1
5,6,10,284,29,10,8,8,9,9,11,7,9,14,412,36,11,8,7,8,10,11,5,6,10,208,25,8,6,6,7,9,9,5,6,10,155,27,9,7,7,8,8,7,1
7,8,13,196,43,13,10,9,9,8,7,7,8,13,186,37,10,6,6,6,9,12,7,7,12,199,37,11,8,7,8,9,9,5,6,10,169,32,10,8,9,11,12,10,1
7,9,15,909,37,15,13,11,8,6,5,7,8,13,214,27,8,5,5,5,7,13,6,7,12,228,32,11,9,9,11,10,7,5,6,10,161,27,9,7,8,10,13,11,1
5,6,11,172,38,12,11,11,8,6,4,7,8,12,176,35,9,6,6,6,9,13,6,7,11,171,36,11,8,8,10,10,9,5,6,10,167,31,9,7,8,10,12,11,1
6,7,11,197,31,11,9,9,10,9,7,5,6,10,179,27,9,7,7,8,11,12,7,8,13,209,32,11,8,8,8,10,9,4,5,9,159,23,8,6,6,8,10,9,1
6,7,12,188,39,11,8,8,8,8,8,7,8,13,210,39,11,8,8,9,11,13,5,6,10,160,35,10,7,7,8,9,9,5,6,10,152,33,10,8,8,8,7,5,1
6,7,11,218,31,8,5,4,4,5,8,8,9,15,361,36,13,10,9,10,10,10,7,8,13,186,31,10,7,6,5,5,5,6,7,13,255,33,13,11,8,6,4,4,1
8,9,14,198,39,10,6,5,5,6,8,8,9,14,223,44,12,8,7,7,7,7,6,7,12,193,42,12,8,7,7,6,6,5,6,10,182,36,12,10,9,7,5,4,1
6,7,11,306,28,9,6,5,5,6,7,9,10,17,581,36,11,8,6,6,7,8,6,7,12,168,29,9,7,6,7,8,8,7,8,13,245,30,10,8,7,8,8,7,1
7,7,12,180,39,10,7,6,6,7,9,6,7,12,170,34,9,6,5,5,7,9,5,6,10,155,32,9,7,7,8,9,8,7,8,12,192,35,9,6,5,6,7,7,1
7,8,12,210,26,8,5,5,5,6,9,5,5,9,457,26,8,6,6,7,10,10,5,6,9,279,28,8,6,6,7,8,9,8,9,15,291,30,9,6,5,5,7,8,1
5,6,10,147,31,8,6,5,5,7,9,6,7,11,181,33,9,7,6,7,11,12,5,5,9,148,30,9,7,7,8,8,7,8,9,13,190,36,9,6,5,5,5,6,1
7,8,13,394,28,10,7,7,8,8,8,6,6,11,177,26,9,7,7,9,10,9,6,7,11,169,27,8,6,5,6,8,9,6,7,11,510,30,9,6,6,6,6,6,1
5,5,9,139,30,9,7,7,8,7,6,5,6,10,154,30,8,6,5,6,7,9,6,7,11,186,34,9,7,6,7,9,10,7,8,14,214,42,11,8,7,7,7,7,1
6,7,12,344,28,11,9,9,9,8,7,5,5,9,138,23,7,5,5,6,9,11,5,5,9,184,28,8,6,7,8,10,9,8,9,15,262,33,11,7,7,7,8,8,1
6,7,11,180,39,12,9,10,10,9,8,4,5,8,130,26,8,6,6,7,9,10,5,6,9,162,30,9,7,7,8,9,9,7,8,13,210,40,11,8,7,9,11,10,1
5,5,9,246,25,8,7,7,8,8,7,5,6,11,164,25,8,6,6,7,8,10,4,5,9,819,25,8,6,7,9,11,9,8,9,15,1034,38,11,7,7,8,9,8,1
5,6,10,171,35,11,9,9,8,7,5,5,6,10,172,31,9,6,6,8,10,11,10,11,17,249,51,13,9,7,7,8,8,8,9,14,197,42,11,8,7,8,9,9,1
6,7,11,164,26,9,6,6,6,7,7,5,6,10,261,30,9,7,7,8,9,10,9,11,17,312,40,12,8,7,8,9,10,5,6,10,302,32,10,7,7,7,8,8,1
5,6,10,149,32,9,6,6,6,7,8,6,6,11,172,36,11,8,8,8,8,8,9,10,16,235,45,12,8,6,6,8,9,6,7,11,162,35,9,6,6,6,7,8,1
5,6,10,143,24,8,6,6,7,8,8,7,8,14,426,33,12,10,9,9,8,7,11,12,20,679,41,13,9,8,8,8,8,7,8,12,170,27,8,5,4,4,5,7,1
5,6,9,137,29,8,5,5,5,7,10,6,7,11,176,38,11,8,8,9,8,6,4,5,8,128,27,7,5,5,6,8,9,6,6,10,164,30,8,5,5,6,8,11,1
3,4,6,270,18,5,4,4,5,7,10,5,6,10,644,31,10,8,7,6,4,3,5,6,10,157,24,8,6,5,6,7,9,8,9,14,364,30,9,6,6,6,7,9,1
5,6,9,140,29,7,5,5,5,8,13,6,7,11,168,34,9,7,6,6,6,6,4,5,8,132,25,7,5,5,6,8,14,6,7,11,164,35,10,7,7,7,9,12,1
8,9,15,929,30,10,7,6,6,7,10,5,6,10,145,24,8,5,5,5,7,10,4,4,7,1203,20,6,4,4,5,9,15,7,8,13,208,31,10,7,7,8,11,12,1
5,6,10,155,33,9,7,7,7,8,8,5,6,10,149,30,8,5,5,6,8,11,7,8,13,180,38,10,6,6,7,10,15,6,7,12,191,38,11,8,8,10,12,11,1
4,5,8,133,21,7,6,6,7,9,8,4,5,8,126,20,6,5,5,6,8,11,9,10,16,207,33,10,6,6,6,9,14,6,7,12,242,31,10,8,8,9,11,10,1
4,5,8,132,29,8,6,6,7,9,9,5,5,9,142,28,8,6,5,6,7,9,8,9,14,208,41,11,7,6,7,8,10,7,8,12,211,40,12,8,8,7,7,6,1
5,5,9,370,26,8,6,6,7,7,7,5,6,10,197,26,8,6,5,6,7,8,8,9,14,604,35,10,7,6,7,9,12,5,6,10,280,26,8,6,6,7,6,6,1
5,6,9,144,29,8,6,5,6,7,8,5,5,9,132,28,8,6,6,7,9,11,5,6,9,146,31,9,7,7,9,11,11,7,7,11,159,32,8,5,4,4,4,6,1
9,11,18,291,33,11,7,6,6,6,7,4,5,8,228,22,7,5,5,6,9,12,6,7,12,173,29,10,7,7,9,11,10,5,6,10,334,29,9,7,6,6,6,5,1
5,6,10,152,33,9,6,6,6,6,6,7,7,12,160,33,8,5,4,5,6,11,5,6,9,150,31,9,7,8,10,13,10,6,7,12,184,39,11,8,8,8,8,7,1
5,6,10,227,28,9,7,7,7,7,6,11,12,17,258,35,9,6,5,6,9,14,5,6,10,197,27,9,7,8,9,9,7,9,10,17,249,40,13,10,9,9,8,7,1
5,5,9,142,31,9,7,7,7,7,7,11,12,17,226,46,11,7,6,6,7,8,6,7,11,177,37,11,9,9,9,7,6,7,8,13,207,43,14,11,10,9,7,5,1
8,9,16,935,33,11,8,7,7,7,7,11,12,19,266,41,13,9,8,8,9,8,7,8,14,275,38,13,10,9,10,9,8,8,9,16,814,37,14,11,10,8,7,6,1
7,7,12,172,36,10,7,6,6,8,9,9,10,16,240,50,13,9,8,8,9,7,8,9,16,236,51,15,11,10,10,9,9,5,6,10,154,33,10,8,9,10,9,8,1
7,8,12,179,28,9,6,5,6,7,8,6,7,13,204,32,12,9,8,8,7,6,8,10,16,255,39,14,10,10,10,10,9,5,6,10,171,25,9,7,7,8,9,10,1
7,8,12,183,38,10,7,6,7,7,6,6,7,12,247,38,11,8,7,7,7,6,7,8,14,214,45,13,10,9,9,9,8,5,6,9,142,30,8,6,6,7,9,11,1
7,8,13,185,32,11,8,7,7,7,7,7,8,13,179,29,9,6,5,5,6,7,6,7,12,171,30,10,8,9,10,10,8,5,5,9,151,24,8,6,6,7,8,8,0
6,7,11,197,36,10,7,6,6,6,7,7,7,12,165,33,8,6,5,5,7,9,7,8,13,196,41,12,8,8,9,11,11,5,5,9,140,28,8,6,5,6,7,7,0
7,8,13,665,28,10,7,6,5,5,5,5,6,10,195,25,8,6,6,6,8,8,8,9,15,204,34,11,7,7,7,9,10,6,7,12,232,28,10,8,7,6,5,4,0
5,6,10,155,32,9,6,5,5,5,7,4,5,8,129,27,8,6,6,8,10,8,8,9,14,224,41,11,7,6,6,8,10,6,7,12,189,38,11,8,8,7,6,5,0
5,6,10,1236,30,9,7,7,7,7,7,5,6,10,142,25,8,7,7,8,8,7,8,9,15,215,34,11,7,6,7,7,8,7,8,13,208,29,9,6,6,6,7,7,0
5,6,10,171,31,9,7,7,8,9,10,5,6,10,160,32,10,8,8,10,9,7,7,8,12,183,36,9,6,5,5,6,7,7,8,12,174,37,9,6,6,6,8,10,0
7,8,14,518,30,10,8,7,8,9,10,6,6,11,594,30,9,7,7,7,8,8,7,8,13,210,29,9,6,5,5,6,6,7,7,12,176,30,10,7,7,8,10,10,0
4,4,7,113,24,7,5,5,7,9,9,7,8,13,196,43,12,9,8,7,6,6,6,7,11,174,35,9,6,6,6,6,6,5,5,9,141,29,8,6,6,8,10,9,0
3,4,7,1388,19,6,4,5,6,8,10,10,12,19,831,39,13,9,8,7,7,7,6,7,11,185,28,9,6,6,6,7,6,6,7,11,162,27,9,6,6,8,10,11,2
4,4,8,126,25,7,6,6,8,9,8,9,10,16,232,50,13,9,8,8,8,10,7,8,13,176,37,9,6,5,6,8,9,6,7,11,159,34,9,6,6,7,11,15,2
4,5,9,257,24,8,6,7,9,10,8,8,9,15,422,39,11,8,7,7,7,9,7,7,12,984,30,8,5,4,5,6,8,7,8,14,238,29,9,6,6,6,9,13,2
4,5,9,160,29,9,7,8,10,10,8,9,11,17,230,48,12,8,6,6,7,9,7,8,12,180,38,10,7,6,7,8,11,5,5,9,135,29,8,6,6,7,10,11,2
6,7,12,195,31,11,9,9,9,9,7,6,7,11,167,28,9,6,5,6,7,8,6,7,12,295,31,9,7,6,7,8,10,5,5,9,208,24,8,6,6,7,9,10,2
6,6,11,166,36,11,8,8,8,8,7,4,5,8,137,29,9,7,8,7,6,5,4,4,7,120,25,7,6,7,9,10,10,8,9,14,200,38,9,6,5,4,5,6,2
6,7,12,197,39,11,8,8,8,8,7,3,4,7,118,18,6,6,7,11,10,6,4,5,8,121,21,7,5,6,7,10,11,7,8,13,840,35,10,6,5,5,6,7,2
6,7,11,183,36,10,7,7,6,6,6,4,4,7,113,24,7,6,6,9,11,8,4,5,8,123,27,8,6,6,8,10,12,8,9,14,206,37,9,6,5,5,5,7,2
5,6,10,269,27,9,6,6,5,5,5,4,5,8,119,21,7,5,6,7,8,8,5,5,9,168,24,8,6,6,7,9,12,8,9,14,221,30,9,6,5,5,6,6,2
4,5,8,132,29,9,8,8,7,6,5,4,4,8,132,26,8,7,7,8,8,7,5,6,9,144,31,9,6,6,7,8,12,5,6,9,144,28,8,5,5,5,7,7,2
7,8,14,1015,31,11,8,8,7,6,6,4,5,8,652,24,8,6,6,7,8,8,7,8,14,1057,31,11,8,8,8,8,9,4,5,8,179,21,6,4,4,5,8,12,2
6,7,11,191,36,10,7,7,7,7,7,5,5,9,142,29,8,6,6,8,8,8,4,4,8,122,25,7,6,6,7,8,7,4,4,7,120,23,6,4,4,5,9,10,2
6,6,11,170,28,9,7,6,7,9,10,9,10,17,580,34,12,9,8,8,8,7,5,6,10,144,24,9,7,6,6,6,5,6,7,11,163,26,8,6,6,7,10,10,2
5,6,10,191,30,9,6,6,6,8,9,5,6,10,151,32,9,7,7,8,9,6,5,6,9,146,32,9,7,6,6,5,5,5,6,10,168,33,9,7,7,8,8,8,2
3,4,7,302,20,6,5,6,8,9,6,5,6,11,171,26,9,7,7,9,10,8,8,9,15,929,31,10,7,5,5,4,5,6,7,12,174,30,10,7,7,7,7,6,2
5,5,9,143,30,9,7,7,7,6,5,6,7,11,174,34,10,7,7,8,9,8,6,7,12,180,40,11,8,7,6,6,5,6,7,12,181,39,11,8,7,7,7,6,2
5,5,9,147,25,9,7,7,9,8,6,5,6,9,929,27,8,6,7,8,10,9,7,7,12,199,31,10,7,6,5,5,5,6,7,12,229,30,11,9,9,10,9,7,2
6,7,11,176,38,11,8,8,10,12,11,6,7,12,192,38,11,8,8,9,10,10,7,9,14,216,42,11,8,7,7,7,7,5,6,10,152,34,10,9,11,14,10,6,2
7,8,14,1119,30,10,8,8,9,12,12,6,7,13,196,30,10,8,7,7,7,8,7,8,13,204,32,10,7,6,7,7,8,6,7,11,194,30,10,8,10,12,10,7,2
5,5,9,143,31,9,7,8,11,12,10,5,6,10,150,33,9,7,7,7,8,8,7,7,12,183,37,10,7,6,6,8,9,6,7,11,191,37,11,9,10,11,10,7,2
4,4,7,441,22,7,6,7,11,13,9,6,7,11,230,29,9,6,5,5,6,8,7,8,13,374,29,10,7,6,6,7,8,8,9,15,212,36,12,9,9,9,8,6,2
4,5,8,128,28,8,6,6,8,9,9,6,7,11,151,31,8,5,4,5,6,10,6,6,11,170,34,10,7,7,7,7,7,8,9,14,201,43,11,8,7,7,8,7,2
5,6,10,158,25,9,7,6,7,8,9,5,6,9,694,24,7,4,4,4,6,10,8,9,16,535,34,12,8,8,8,9,9,6,7,11,210,31,11,9,10,11,9,6,2
6,7,11,168,34,9,6,5,6,7,10,5,5,9,127,27,7,5,4,5,7,10,8,10,15,225,46,12,8,7,7,8,8,5,6,10,178,33,10,7,8,11,13,9,2
7,7,12,172,29,9,6,6,6,7,8,5,5,9,137,23,7,6,6,7,10,9,10,12,19,275,43,13,9,8,10,11,10,6,7,11,329,25,9,7,7,8,12,10,2
7,8,13,193,37,10,7,6,7,8,7,5,6,10,152,31,9,7,7,8,9,8,9,10,16,222,46,12,8,8,8,10,11,4,5,8,139,28,8,6,6,9,12,10,2
10,11,19,746,37,12,8,7,8,9,9,8,9,14,194,33,10,7,6,6,8,10,9,10,17,257,39,13,9,8,9,9,9,6,7,11,163,27,9,6,6,7,8,7,2
6,7,12,181,40,12,9,8,8,8,7,6,7,12,183,35,9,6,6,6,7,10,4,4,7,116,24,7,6,7,12,13,8,6,7,11,170,35,9,6,6,6,7,7,2
7,8,13,264,32,12,9,9,9,8,7,5,6,10,262,28,9,7,6,6,7,8,5,6,10,145,25,9,7,7,8,10,10,6,7,11,221,30,10,7,7,7,7,7,2
6,7,12,181,38,11,8,8,9,9,8,7,8,13,189,41,11,8,7,8,8,9,5,5,9,139,30,9,7,7,9,10,10,6,7,11,177,38,11,8,8,8,8,7,2
7,9,14,577,31,11,8,7,7,8,9,6,7,12,187,31,11,9,9,10,8,6,7,8,13,181,31,10,7,6,6,7,9,6,7,13,216,31,11,8,8,8,7,6,2
6,7,11,156,34,9,6,5,6,7,8,7,8,13,193,42,12,9,9,9,8,7,8,9,14,192,41,10,7,6,6,7,9,5,5,9,148,32,10,8,9,9,6,5,2
8,9,15,275,30,9,6,5,5,6,7,7,8,13,245,32,12,9,10,11,9,7,7,8,13,185,30,9,7,6,7,9,10,4,5,8,153,22,8,6,7,10,10,7,2
5,6,10,152,31,8,6,5,6,7,7,6,7,11,174,38,11,9,9,10,9,7,7,8,13,195,38,10,7,6,6,7,9,5,6,9,149,31,9,7,7,9,10,8,2
5,6,10,246,27,9,6,6,7,7,6,5,6,10,151,26,9,7,8,9,8,7,7,8,13,870,35,10,7,6,6,7,8,7,8,14,204,35,12,9,9,11,11,9,2
6,7,12,191,39,11,9,8,9,9,7,5,6,10,161,33,10,8,8,10,10,9,8,9,14,202,43,11,7,5,5,5,6,7,8,14,211,43,12,9,9,10,10,8,2
7,8,14,192,33,10,7,6,7,9,12,7,9,15,794,33,12,10,10,11,11,9,7,8,14,857,41,13,10,9,7,6,5,7,8,13,232,33,12,10,10,9,8,6,2
7,8,13,210,39,11,8,7,8,9,11,6,6,11,164,36,11,8,9,11,11,10,7,8,14,234,46,14,11,10,8,6,5,8,9,14,249,44,13,9,9,9,8,6,2
8,9,15,206,34,10,7,6,6,8,10,6,7,13,192,32,11,9,9,11,12,10,6,6,11,168,28,10,8,8,8,7,5,7,8,13,182,31,10,7,7,7,7,6,2
6,6,10,164,33,9,6,6,6,8,9,5,5,9,139,30,9,7,7,10,14,12,5,6,10,156,32,9,7,6,7,7,7,7,8,12,193,36,10,6,6,6,6,6,2
5,5,9,254,24,8,6,6,6,7,7,5,5,9,207,25,8,7,7,10,13,9,5,6,10,175,25,8,5,5,5,6,8,6,7,12,189,30,10,7,6,6,7,7,2
5,5,9,158,30,9,7,7,8,7,6,5,5,9,140,30,9,7,8,10,11,8,7,8,12,168,35,9,6,5,5,5,7,4,5,8,131,27,8,6,5,6,8,8,2
7,8,14,684,32,11,9,9,10,10,8,5,6,9,358,27,9,7,8,10,10,8,6,7,11,220,30,9,6,6,5,5,5,4,5,8,115,20,6,5,5,6,7,8,2
5,6,10,156,33,10,8,9,13,12,8,5,6,9,148,32,9,7,7,8,9,9,6,6,11,166,36,10,7,6,5,5,5,4,5,8,134,26,7,5,5,6,7,9,2
6,7,11,189,30,10,8,8,10,13,11,7,8,13,315,28,9,6,6,6,6,7,5,5,10,148,26,10,9,10,9,6,5,5,5,9,138,23,8,6,5,6,6,5,2
6,6,11,163,34,10,7,7,10,16,15,6,7,11,166,33,8,6,5,5,6,10,4,4,7,119,25,8,7,8,10,8,6,5,6,10,157,34,10,8,8,7,6,6,2
5,5,9,370,25,8,6,7,9,13,13,5,5,9,1550,24,7,5,5,5,6,8,4,5,8,129,21,8,6,8,13,13,8,6,6,11,1006,31,10,7,7,7,7,7,2
6,7,11,159,34,9,6,6,7,10,14,6,7,11,167,33,9,6,5,5,5,6,4,5,8,136,27,8,7,8,12,12,8,5,6,11,187,36,11,9,9,8,7,6,2
5,6,10,147,25,8,6,6,8,10,10,6,7,10,222,29,8,5,4,4,5,6,5,5,9,177,24,8,6,7,11,15,10,5,6,11,178,29,10,8,8,8,7,6,0
6,7,11,169,34,9,6,6,6,7,8,7,8,12,191,39,9,6,5,5,5,5,5,6,10,157,33,9,7,8,11,14,10,5,6,10,161,32,10,8,8,8,8,7,0
6,7,11,259,28,8,6,5,5,6,7,7,8,14,547,34,9,6,5,4,4,4,6,7,11,161,28,9,7,7,9,13,12,6,7,13,242,31,11,9,9,9,8,7,0
8,9,14,202,42,11,7,6,6,6,6,5,6,10,159,34,9,7,6,5,5,5,5,5,9,157,30,9,7,8,11,11,8,6,7,11,189,37,11,9,9,9,9,8,0
7,8,13,425,34,10,7,6,6,6,6,5,5,9,464,28,9,7,8,7,6,4,4,4,7,1827,22,7,6,7,10,8,6,8,9,15,373,41,13,10,9,9,10,10,0
7,8,13,198,40,11,7,6,6,5,4,5,5,9,151,30,9,7,8,9,8,6,4,5,8,134,26,8,6,7,9,9,7,8,10,16,259,49,14,10,10,10,10,10,0
6,7,13,190,32,11,9,8,8,6,5,5,6,10,172,26,9,7,8,10,10,7,5,6,11,182,26,9,7,7,7,7,6,10,11,18,246,41,13,9,8,8,10,10,0
